CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0748,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Mailed check,85.62,836.9,Yes
CUST-0749,Male,1,Yes,Yes,11,Yes,No,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.48,736.86,Yes
CUST-0750,Female,1,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Credit card (automatic),103.11,97.99,No
CUST-0751,Female,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.91,6884.06,Yes
CUST-0752,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,No,No,One year,No,Bank transfer (automatic),66.68,64.06,Yes
CUST-0753,Female,0,No,Yes,70,No,No phone service,Fiber optic,No,Yes,Yes,Yes,One year,No,Mailed check,98.43,6815.23,No
CUST-0754,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,Yes,One year,Yes,Credit card (automatic),104.8,5815.67,No
CUST-0755,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.81,131.06,Yes
CUST-0756,Female,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.34,4757.54,No
CUST-0757,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.67,315.1,No
CUST-0758,Male,1,Yes,Yes,62,Yes,No phone service,Fiber optic,Yes,No,No,No,Two year,No,Bank transfer (automatic),97.8,6334.63,No
CUST-0759,Male,1,No,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),97.15,6435.67,No
CUST-0760,Male,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.07,4932.09,Yes
CUST-0761,Female,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.13,2102.79,No
CUST-0762,Female,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No,Yes,Two year,No,Electronic check,97.43,6319.18,No
CUST-0763,Male,0,No,Yes,55,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),87.56,5046.08,No
CUST-0764,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.3,429.15,No
CUST-0765,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No,Yes,Yes,One year,No,Credit card (automatic),101.7,5275.27,No
CUST-0766,Male,0,Yes,Yes,6,No,No phone service,DSL,No,No,No,No,Two year,No,Credit card (automatic),61.54,362.14,No
CUST-0767,Male,0,No,Yes,5,Yes,No,DSL,Yes,No,Yes,No,One year,Yes,Credit card (automatic),64.76,338.01,No
CUST-0768,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,No,One year,Yes,Electronic check,73.82,72.47,Yes
CUST-0769,Female,0,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.54,1499.94,No
CUST-0770,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),62.79,300.78,Yes
CUST-0771,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,No,One year,Yes,Mailed check,67.13,327.0,No
CUST-0772,Male,1,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),100.11,514.23,Yes
CUST-0773,Male,0,Yes,Yes,11,No,No phone service,Fiber optic,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),103.03,1136.61,No
CUST-0774,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Credit card (automatic),103.31,7433.42,No
CUST-0775,Female,0,Yes,Yes,70,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.53,4902.12,Yes
CUST-0776,Male,0,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.57,2176.86,No
CUST-0777,Male,0,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1775.62,No
CUST-0778,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),32.68,68.48,No
CUST-0779,Female,0,Yes,Yes,2,No,No phone service,Fiber optic,No,No,Yes,Yes,Two year,No,Mailed check,87.83,183.74,Yes
CUST-0780,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.21,5655.73,No
CUST-0781,Male,1,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),68.22,4038.76,Yes
CUST-0782,Male,0,Yes,No,6,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.88,346.93,Yes
CUST-0783,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,71.73,139.31,Yes
CUST-0784,Female,1,No,Yes,55,Yes,No phone service,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.97,5010.12,Yes
CUST-0785,Female,0,No,Yes,11,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,93.64,986.07,Yes
CUST-0786,Male,1,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,No,Two year,Yes,Mailed check,98.36,5083.53,No
CUST-0787,Male,0,Yes,Yes,3,Yes,Yes,DSL,Yes,Yes,No,Yes,Two year,Yes,Mailed check,63.59,184.56,No
CUST-0788,Female,0,No,Yes,49,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.83,4400.15,No
CUST-0789,Female,0,No,No,59,No,No phone service,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.31,5041.63,Yes
CUST-0790,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,One year,Yes,Bank transfer (automatic),93.03,187.49,Yes
CUST-0791,Female,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),100.3,830.85,Yes
CUST-0792,Female,0,No,Yes,7,Yes,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.3,537.46,Yes
CUST-0793,Male,0,Yes,Yes,11,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,33.27,363.75,No
CUST-0794,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),93.47,268.09,Yes
CUST-0795,Male,0,No,No,8,Yes,No,DSL,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,69.05,566.18,No
CUST-0796,Male,1,No,Yes,49,Yes,No,DSL,No,No,No,Yes,Two year,No,Credit card (automatic),73.86,3642.5,No
CUST-0797,Male,1,No,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),90.34,5571.97,Yes
CUST-0798,Male,1,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.8,331.58,Yes
CUST-0799,Male,0,Yes,Yes,61,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.92,6157.56,Yes
CUST-0800,Male,0,No,Yes,9,Yes,No,DSL,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),67.19,594.99,Yes
